word,openmoji_url,match_type,annotation
West,https://cdn.jsdelivr.net/gh/hfg-gmuend/openmoji@master/color/svg/1F1EA-1F1ED.svg,openmoji|score80,flag: Western Sahara
Whale,https://cdn.jsdelivr.net/gh/hfg-gmuend/openmoji@master/color/svg/1F40B.svg,openmoji|score100,whale
White,https://cdn.jsdelivr.net/gh/hfg-gmuend/openmoji@master/color/svg/1F90D.svg,openmoji|score80,white heart
Wife,,none,
Wind,https://cdn.jsdelivr.net/gh/hfg-gmuend/openmoji@master/color/svg/1F343.svg,openmoji|score80,leaf fluttering in wind
Wolf,https://cdn.jsdelivr.net/gh/hfg-gmuend/openmoji@master/color/svg/1F43A.svg,openmoji|score100,wolf
Wrist,,none,
Writer,,none,
X-ray,https://cdn.jsdelivr.net/gh/hfg-gmuend/openmoji@master/color/svg/1FA7B.svg,openmoji|score100,x-ray
X-ray Fish,https://cdn.jsdelivr.net/gh/hfg-gmuend/openmoji@master/color/svg/1F41F.svg,openmoji|score90,fish
Yacht,,none,
Yak,,none,
Yellow,https://cdn.jsdelivr.net/gh/hfg-gmuend/openmoji@master/color/svg/1F49B.svg,openmoji|score80,yellow heart
Yoga Instructor,,none,
Yogurt,,none,
Yuzu,,none,
Zebra,https://cdn.jsdelivr.net/gh/hfg-gmuend/openmoji@master/color/svg/1F993.svg,openmoji|score100,zebra
Zigzag,,none,
Ziti,,none,
Zoo,,none,
Zookeeper,,none,
Zoroastrianism,,none,
Zucchini,,none,
colors,,none,
vehicles,,none,
Éclair,,none,
